23499.000000,77.571350,-37.798600,-41.946536,
23499.000000,-71.493000,-16.465770,-24.045614,
23499.000000,-14.332640,-7.916200,-49.194044,
23499.000000,102.234930,51.769720,-32.742335,
23499.000000,-34.625560,-77.874480,3.244892,
23499.000000,172.922940,1.354740,3.774646,
23499.000000,-45.002440,-22.682300,-31.173198,
23499.000000,-176.566400,-43.956170,-30.247973,
23499.000000,106.848840,-6.490680,-34.193225,
23499.000000,-162.706960,55.190220,73.125895,
23499.000000,51.855580,-46.431830,-37.273061,
23499.000000,23.932880,38.078450,-82.432373,
23499.000000,42.846510,11.526150,-63.883607,
23499.000000,-109.383540,-27.147920,-13.594763,
23499.000000,86.813160,27.958160,-43.646014,
23499.000000,-178.120990,-14.307790,-7.216708,
23499.000000,24.108720,34.838590,-80.822187,
23499.000000,6.921220,43.754830,-83.650095,
23499.000000,-76.827900,39.020070,-27.437490,
23499.000000,27.707460,-25.886850,-45.431491,
23499.000000,114.491140,30.515550,-24.176848,
23499.000000,-159.665430,22.123060,38.966880,
23499.000000,70.255470,-49.351700,-39.187434,
23499.000000,66.885390,39.134730,-57.085699,
23499.000000,-52.639790,5.098610,-38.611431,
23499.000000,92.793510,55.993230,-39.577130,
23499.000000,55.571770,-21.208360,-47.794976,
23499.000000,-60.996070,14.595010,-36.047573,
23499.000000,9.672140,0.354000,-60.117291,
23499.000000,55.530500,-4.678820,-53.883641,
23499.000000,73.527840,4.192700,-49.502075,
23499.000000,121.041160,14.535460,-21.923758,
23499.000000,37.857000,-46.878910,-34.513228,
23499.000000,24.384500,60.241990,-80.845561,
23499.000000,-80.163110,25.732780,-24.436685,
23499.000000,149.009980,-35.316110,-31.625310,
23499.000000,166.484890,-22.228440,-18.133312,
23499.000000,11.931680,78.923400,-70.454790,
23499.000000,-149.606390,-17.577040,-5.560870,
23499.000000,-25.662830,37.747740,-62.453988,
23499.000000,147.186570,-9.434020,-16.563972,
23499.000000,-21.909460,64.146000,-63.477472,
23499.000000,-134.964910,-23.130260,-9.548410,
23499.000000,-67.751060,-53.785840,-14.446461,
23499.000000,-68.127360,-67.571390,-10.085017,
23499.000000,-22.934990,16.732130,-58.164783,
23499.000000,-90.304380,-0.742380,-16.887053,
23499.000000,-70.668630,-33.149640,-20.284063,
23499.000000,-110.951970,18.727740,-0.861483,
23499.000000,-52.678070,47.595320,-45.047795,
23499.000000,-5.667370,-15.942360,-46.600545,
23499.000000,39.578550,-69.004870,-22.918154,
23499.000000,140.002030,-66.665190,-50.275216,
23499.000000,-68.823640,76.537490,-31.712925,
23499.000000,1.484890,43.549620,-80.319220,
23499.000000,-12.312400,-37.065120,-30.963048,
23499.000000,115.346760,-29.046170,-36.449796,
23499.000000,-114.479860,62.481100,4.830529,
23499.000000,142.716790,47.029700,1.643686,
23499.000347,77.571350,-37.798600,-41.342143,
23499.000347,-71.493000,-16.465770,-24.829300,
23499.000347,-14.332640,-7.916200,-49.667235,
23499.000347,102.234930,51.769720,-32.040881,
23499.000347,-34.625560,-77.874480,2.449884,
23499.000347,172.922940,1.354740,4.467967,
23499.000347,-45.002440,-22.682300,-31.856234,
23499.000347,-176.566400,-43.956170,-30.061280,
23499.000347,106.848840,-6.490680,-33.460188,
23499.000347,-162.706960,55.190220,71.950728,
23499.000347,51.855580,-46.431830,-36.877684,
23499.000347,23.932880,38.078450,-82.148148,
23499.000347,42.846510,11.526150,-63.547697,
23499.000347,-109.383540,-27.147920,-14.272214,
23499.000347,86.813160,27.958160,-42.985602,
23499.000347,-178.120990,-14.307790,-6.837120,
23499.000347,24.108720,34.838590,-80.610955,
23499.000347,6.921220,43.754830,-84.285326,
23499.000347,-76.827900,39.020070,-28.172102,
23499.000347,27.707460,-25.886850,-45.358687,
23499.000347,114.491140,30.515550,-23.403426,
23499.000347,-159.665430,22.123060,39.063776,
23499.000347,70.255470,-49.351700,-38.625461,
23499.000347,66.885390,39.134730,-56.469478,
23499.000347,-52.639790,5.098610,-39.320871,
23499.000347,92.793510,55.993230,-38.900551,
23499.000347,55.571770,-21.208360,-47.386955,
23499.000347,-60.996070,14.595010,-36.771091,
23499.000347,9.672140,0.354000,-60.338463,
23499.000347,55.530500,-4.678820,-53.457251,
23499.000347,73.527840,4.192700,-48.915114,
23499.000347,121.041160,14.535460,-21.121511,
23499.000347,37.857000,-46.878910,-34.267643,
23499.000347,24.384500,60.241990,-80.314793,
23499.000347,-80.163110,25.732780,-25.193837,
23499.000347,149.009980,-35.316110,-31.055546,
23499.000347,166.484890,-22.228440,-17.632992,
23499.000347,11.931680,78.923400,-70.286433,
23499.000347,-149.606390,-17.577040,-5.697444,
23499.000347,-25.662830,37.747740,-63.107192,
23499.000347,147.186570,-9.434020,-15.831562,
23499.000347,-21.909460,64.146000,-63.963872,
23499.000347,-134.964910,-23.130260,-9.923955,
23499.000347,-67.751060,-53.785840,-15.294614,
23499.000347,-68.127360,-67.571390,-10.972387,
23499.000347,-22.934990,16.732130,-58.785071,
23499.000347,-90.304380,-0.742380,-17.677465,
23499.000347,-70.668630,-33.149640,-21.091845,
23499.000347,-110.951970,18.727740,-1.715622,
23499.000347,-52.678070,47.595320,-45.706489,
23499.000347,-5.667370,-15.942360,-46.962150,
23499.000347,39.578550,-69.004870,-22.549751,
23499.000347,140.002030,-66.665190,-49.714640,
23499.000347,-68.823640,76.537490,-32.368189,
23499.000347,1.484890,43.549620,-80.957710,
23499.000347,-12.312400,-37.065120,-31.352335,
23499.000347,115.346760,-29.046170,-35.729352,
23499.000347,-114.479860,62.481100,3.789853,
23499.000347,142.716790,47.029700,2.624094,
23499.000694,77.571350,-37.798600,-40.735017,
23499.000694,-71.493000,-16.465770,-25.608242,
23499.000694,-14.332640,-7.916200,-50.136246,
23499.000694,102.234930,51.769720,-31.336193,
23499.000694,-34.625560,-77.874480,1.657286,
23499.000694,172.922940,1.354740,5.158774,
23499.000694,-45.002440,-22.682300,-32.536133,
23499.000694,-176.566400,-43.956170,-29.874257,
23499.000694,106.848840,-6.490680,-32.723834,
23499.000694,-162.706960,55.190220,70.590234,
23499.000694,51.855580,-46.431830,-36.479892,
23499.000694,23.932880,38.078450,-81.824449,
23499.000694,42.846510,11.526150,-63.201991,
23499.000694,-109.383540,-27.147920,-14.947154,
23499.000694,86.813160,27.958160,-42.322722,
23499.000694,-178.120990,-14.307790,-6.463039,
23499.000694,24.108720,34.838590,-80.362750,
23499.000694,6.921220,43.754830,-84.919729,
23499.000694,-76.827900,39.020070,-28.902915,
23499.000694,27.707460,-25.886850,-45.281054,
23499.000694,114.491140,30.515550,-22.625283,
23499.000694,-159.665430,22.123060,39.096606,
23499.000694,70.255470,-49.351700,-38.060768,
23499.000694,66.885390,39.134730,-55.850850,
23499.000694,-52.639790,5.098610,-40.027625,
23499.000694,92.793510,55.993230,-38.221277,
