0,16939.0194339,-3368384.25750661,30226792.3721741,
300,-14236743.3163964,-3919702.51855093,29582289.9003049,
600,-13942424.1139376,-4467129.26191977,28908421.5359637,
900,-13633412.071181,-5009844.58444676,28204070.1821176,
1200,-13309088.3113149,-5546928.47070653,27468024.4389541,
1500,-12968778.4476262,-6077343.65350594,26698967.7350563,
1800,-12611745.6836145,-6599914.79272114,25895465.8760734,
2100,-12237182.8194807,-7113302.99915085,25055952.7547651,
2400,-11844202.9658249,-7615974.42187385,24178713.9307715,
2700,-11431828.7299525,-8106161.19481207,23261867.7559608,
3e3,-10998979.6024694,-8581812.45155408,22303343.7002154,
3300,-10544457.2361802,-9040532.29373724,21300857.5394701,
3600,-10066928.2853696,-9479500.42688149,20251883.1340717,
3900,-9564904.4814628,-9895369.48981322,19153620.710254,
4200,-9036719.70167946,-10284130.6387638,18002961.9727034,
4500,-8480504.02264426,-10640935.296791,16796453.235133,
4800,-7894155.30594742,-10959855.4991516,15530259.4698995,
5100,-7275310.07195698,-11233556.9341146,14200135.5531068,
5400,-6621317.9702169,-11452845.9838385,12801417.6282227,
5700,-5929229.49169176,-11606032.3257967,11329060.7126073,
6e3,-5195817.77253213,-11678018.39099,9777775.27268262,
6277.083840000007,-4478773.76706345,-11655313.3067449,8270368.89067447,
6277.083840000007,-4478268.10037373,-11655002.3016453,8271558.71323976,
6300,-4417173.31072823,-11648675.8612253,8143561.65290543,
6600,-3591004.98727468,-11492221.1238618,6419732.13332833,
6900,-2714264.1917756,-11172416.9438645,4605652.12407148,
7200,-1786645.17780594,-10640169.9366135,2705556.66766391,
7500,-813337.813538265,-9828700.0150912,737007.599390244,
7800,188233.353231275,-8651270.27692801,-1254693.55743904,
8100,1176366.76804917,-7011465.10677307,-3172174.22196188,
8400,2071790.603338,-4849058.62389255,-4842560.10950354,
8700,2766815.90671727,-2229368.76461533,-6045617.77768703,
9e3,3182272.38796828,617899.647099722,-6637475.77907852,
9300,3320004.27075914,3421037.3354663,-6648990.56479804,
9600,3240522.38746748,6010619.82040588,-6224373.30955022,
9900,3012053.24570192,8331830.01273362,-5512702.26730715,
10200,2686951.64418125,10391437.7347182,-4623528.7299006,
10500,2300413.30988902,12217545.5783858,-3628162.45889052,
10800,1875228.91640613,13841487.2707741,-2571476.70387795,
11100,1426165.11041626,15291648.0730751,-1481744.62619231,
11400,962931.345122992,16592051.0173598,-377025.495973707,
11700,492032.237054782,17762560.2103926,730955.829581661,
1.2e4,17906.3024188192,18819516.0067515,1834474.62131004,
12300,-456367.847488706,19776397.3561125,2928385.28668296,
12600,-928625.61461159,20644393.1797681,4009239.34951517,
12900,-1397328.91928792,21432863.7997891,5074725.98115641,
13200,-1861376.86234248,22149704.2338937,6123309.43727515,
13500,-2319978.47892302,22801627.9016793,7153989.31540706,
13800,-2772565.59545399,23394388.1937036,8166139.0740483,
14100,-3218732.1118332,23932952.2433296,9159395.44118848,
14400,-3658191.02697494,24421638.0743684,10133581.5435689,
14700,-4090743.58825532,24864223.6369536,11088652.7710158,
1.5e4,-4516256.85965915,25264034.1635206,12024658.2137017,
15300,-4934647.22291781,25624012.6996664,12941712.9209666,
15600,-5345868.11693242,25946777.4848643,13839977.7785253,
15900,-5749900.84266385,26234668.9790399,14719644.8123664,
16200,-6146747.61052835,26489788.6755993,15580926.3991517,
16500,-6536426.24538209,26714031.3509984,16424047.3154033,
16800,-6918966.12841831,26909112.0319066,17249238.8669069,
17100,-7294405.0700727,27076588.6816604,18056734.553691,
17400,-7662786.88923428,27217881.3948138,18846766.8757514,
17700,-8024159.53213645,27334288.7252486,19619564.9907621,
1.8e4,-8378573.60628823,27427001.6471127,20375353.0108891,
18300,-8726081.23545591,27497115.5496923,21114348.7806072,
18600,-9066735.16428039,27545640.5904642,21836763.0173291,
18900,-9400588.05789797,27573510.6699969,22542798.7259664,
19200,-9727691.95448266,27581591.2443325,23232650.820223,
19500,-10048097.8381298,27570686.1521509,23906505.8995972,
19800,-10361855.3066317,27541543.6032681,24564542.1430499,
20100,-10669012.3144128,27494861.4501858,25206929.289863,
20400,-10969614.974754,27431291.8442971,25833828.6843467,
20700,-11263707.4091371,27351445.361913,26445393.3672199,
2.1e4,-11551331.6338054,27255894.6718284,27041768.1999215,
21300,-11832527.4757408,27145177.8050711,27623090.0114464,
21600,-12107332.5118151,27019801.0783077,28189487.7596568,
21900,-12375782.0260965,26880241.714778,28741082.7008622,
22200,-12637908.9812832,26726950.2002774,29277988.562898,
22500,-12893744.0010091,26560352.4063921,29800311.7180449,
22800,-13143315.3603886,26380851.5087263,30308151.3529931,
23100,-13386648.9826639,26188829.7240889,30801599.6337288,
23400,-13623768.4402156,25984649.8874182,31280741.8637416,
23700,-13854694.9585173,25768656.8865116,31745656.6343544,
2.4e4,-14079447.4218753,25541178.9703174,32196415.9662919,
24300,-14298042.3799923,25302528.9445744,32633085.4418427,
24600,-14510494.0545734,25053005.2668899,33055724.3271522,
24900,-14716814.3453147,24792893.0518956,33464385.684325,
25200,-14917012.8347327,24522464.9958642,33859116.4731151,
25500,-15111096.7913695,24241982.2290927,34239957.6420562,
25800,-15299071.170985,23951695.1034164,34606944.2089394,
26100,-15480938.6154052,23651843.921395,34960105.3305858,
26400,-15656699.4486864,23342659.6130913,35299464.361796,
26700,-15826351.67045,23024364.3654774,35625038.9036574,
2.7e4,-15989890.9459714,22697172.2094628,35936840.8408357,
27300,-16147310.5929561,22361289.5685133,36234876.3680985,
27600,-16298601.5647143,22016915.7728103,36519146.0058581,
27900,-16443752.4295431,21664243.5423891,36789644.6046732,
28200,-16582749.3461165,21303459.4424101,37046361.338593,
28500,-16715576.0346644,20934744.313455,37289279.687189,
28800,-16842213.7437369,20558273.6794901,37518377.4060853,
29100,-16962641.2123203,20174218.1359515,37733626.4857574,
29400,-17076834.6270691,19782743.7202223,37934993.0983209,
29700,-17184767.5744025,19384012.2666105,38122437.5319911,
3e4,-17286410.9871632,18978181.7479193,38295914.1127898,
30300,-17381733.0856182,18565406.60522,38455371.1131865,
30600,-17470699.3123447,18145838.0681155,38600750.6469581,
30900,-17553272.2607927,17719624.4666949,38731988.5499261,
31200,-17629411.5970136,17286911.53736,38849014.2457332,
31500,-17699073.9742256,16847842.7237547,38951750.5960806,
31800,-17762212.9396772,16402559.4747961,39040113.7344928,
32100,-17818778.8333326,15951201.5412602,39114012.8827603,
32400,-17868718.6778046,15493907.2726613,39173350.149012,
32700,-17911976.058905,15030813.9161383,39218020.3062838,
3.3e4,-17948490.9961314,14562057.9191133,39247910.5503088,
33300,-17978199.8023248,14087775.2375857,39262900.2351182,
33600,-18001034.9316589,13608101.652015,39262860.5848778,
33900,-18016924.8150288,13123173.0928798,39247654.3802143,
34200,-18025793.6818089,12633125.9781544,39217135.6170851,
34500,-18027561.366835,12138097.5650835,39171149.1360246,
34800,-18022143.1013363,11638226.3190989,39109530.2193804,
35100,-18009449.2864131,11133652.3023886,39032104.1538217,
35400,-17989385.2474731,10624517.585779,38938685.7551732,
35700,-17961850.9678803,10110966.6872111,38829078.8522174,
